bus,price_status,price_per_mwh,price_per_pu_hour
5133,withheld_mip_gap_not_certified,,
5134,withheld_mip_gap_not_certified,,
5135,withheld_mip_gap_not_certified,,
5136,withheld_mip_gap_not_certified,,
5137,withheld_mip_gap_not_certified,,
5138,withheld_mip_gap_not_certified,,
5139,withheld_mip_gap_not_certified,,
5140,withheld_mip_gap_not_certified,,
5141,withheld_mip_gap_not_certified,,
5142,withheld_mip_gap_not_certified,,
5143,withheld_mip_gap_not_certified,,
5144,withheld_mip_gap_not_certified,,
5145,withheld_mip_gap_not_certified,,
5146,withheld_mip_gap_not_certified,,
5147,withheld_mip_gap_not_certified,,
5148,withheld_mip_gap_not_certified,,
5149,withheld_mip_gap_not_certified,,
5150,withheld_mip_gap_not_certified,,
5151,withheld_mip_gap_not_certified,,
5152,withheld_mip_gap_not_certified,,
5153,withheld_mip_gap_not_certified,,
5154,withheld_mip_gap_not_certified,,
5155,withheld_mip_gap_not_certified,,
5156,withheld_mip_gap_not_certified,,
5157,withheld_mip_gap_not_certified,,
5158,withheld_mip_gap_not_certified,,
5159,withheld_mip_gap_not_certified,,
5160,withheld_mip_gap_not_certified,,
5161,withheld_mip_gap_not_certified,,
5162,withheld_mip_gap_not_certified,,
5163,withheld_mip_gap_not_certified,,
5164,withheld_mip_gap_not_certified,,
5165,withheld_mip_gap_not_certified,,
5166,withheld_mip_gap_not_certified,,
5167,withheld_mip_gap_not_certified,,
5168,withheld_mip_gap_not_certified,,
5169,withheld_mip_gap_not_certified,,
5170,withheld_mip_gap_not_certified,,
5171,withheld_mip_gap_not_certified,,
5172,withheld_mip_gap_not_certified,,
5173,withheld_mip_gap_not_certified,,
5174,withheld_mip_gap_not_certified,,
5175,withheld_mip_gap_not_certified,,
5176,withheld_mip_gap_not_certified,,
5177,withheld_mip_gap_not_certified,,
5178,withheld_mip_gap_not_certified,,
5179,withheld_mip_gap_not_certified,,
5180,withheld_mip_gap_not_certified,,
5181,withheld_mip_gap_not_certified,,
5182,withheld_mip_gap_not_certified,,
5183,withheld_mip_gap_not_certified,,
5184,withheld_mip_gap_not_certified,,
5185,withheld_mip_gap_not_certified,,
5186,withheld_mip_gap_not_certified,,
5187,withheld_mip_gap_not_certified,,
5188,withheld_mip_gap_not_certified,,
5189,withheld_mip_gap_not_certified,,
5190,withheld_mip_gap_not_certified,,
5191,withheld_mip_gap_not_certified,,
5192,withheld_mip_gap_not_certified,,
5193,withheld_mip_gap_not_certified,,
5194,withheld_mip_gap_not_certified,,
5195,withheld_mip_gap_not_certified,,
5196,withheld_mip_gap_not_certified,,
5197,withheld_mip_gap_not_certified,,
5198,withheld_mip_gap_not_certified,,
5199,withheld_mip_gap_not_certified,,
5200,withheld_mip_gap_not_certified,,
5201,withheld_mip_gap_not_certified,,
5202,withheld_mip_gap_not_certified,,
5203,withheld_mip_gap_not_certified,,
5204,withheld_mip_gap_not_certified,,
5205,withheld_mip_gap_not_certified,,
5206,withheld_mip_gap_not_certified,,
5207,withheld_mip_gap_not_certified,,
5208,withheld_mip_gap_not_certified,,
5209,withheld_mip_gap_not_certified,,
5210,withheld_mip_gap_not_certified,,
5211,withheld_mip_gap_not_certified,,
5212,withheld_mip_gap_not_certified,,
5213,withheld_mip_gap_not_certified,,
5214,withheld_mip_gap_not_certified,,
5215,withheld_mip_gap_not_certified,,
5216,withheld_mip_gap_not_certified,,
5217,withheld_mip_gap_not_certified,,
5218,withheld_mip_gap_not_certified,,
5219,withheld_mip_gap_not_certified,,
5220,withheld_mip_gap_not_certified,,
5221,withheld_mip_gap_not_certified,,
5222,withheld_mip_gap_not_certified,,
5223,withheld_mip_gap_not_certified,,
5224,withheld_mip_gap_not_certified,,
5225,withheld_mip_gap_not_certified,,
5226,withheld_mip_gap_not_certified,,
5227,withheld_mip_gap_not_certified,,
5228,withheld_mip_gap_not_certified,,
5229,withheld_mip_gap_not_certified,,
5230,withheld_mip_gap_not_certified,,
5231,withheld_mip_gap_not_certified,,
5232,withheld_mip_gap_not_certified,,
5233,withheld_mip_gap_not_certified,,
5234,withheld_mip_gap_not_certified,,
5235,withheld_mip_gap_not_certified,,
5236,withheld_mip_gap_not_certified,,
5237,withheld_mip_gap_not_certified,,
5238,withheld_mip_gap_not_certified,,
5239,withheld_mip_gap_not_certified,,
5240,withheld_mip_gap_not_certified,,
5241,withheld_mip_gap_not_certified,,
5242,withheld_mip_gap_not_certified,,
5243,withheld_mip_gap_not_certified,,
5244,withheld_mip_gap_not_certified,,
5245,withheld_mip_gap_not_certified,,
5246,withheld_mip_gap_not_certified,,
5247,withheld_mip_gap_not_certified,,
5248,withheld_mip_gap_not_certified,,
5249,withheld_mip_gap_not_certified,,
5250,withheld_mip_gap_not_certified,,
5251,withheld_mip_gap_not_certified,,
5252,withheld_mip_gap_not_certified,,
5253,withheld_mip_gap_not_certified,,
5254,withheld_mip_gap_not_certified,,
5255,withheld_mip_gap_not_certified,,
5256,withheld_mip_gap_not_certified,,
5257,withheld_mip_gap_not_certified,,
5258,withheld_mip_gap_not_certified,,
5259,withheld_mip_gap_not_certified,,
5260,withheld_mip_gap_not_certified,,
5261,withheld_mip_gap_not_certified,,
5262,withheld_mip_gap_not_certified,,
5263,withheld_mip_gap_not_certified,,
5264,withheld_mip_gap_not_certified,,
5265,withheld_mip_gap_not_certified,,
5266,withheld_mip_gap_not_certified,,
5267,withheld_mip_gap_not_certified,,
5268,withheld_mip_gap_not_certified,,
5269,withheld_mip_gap_not_certified,,
5270,withheld_mip_gap_not_certified,,
5271,withheld_mip_gap_not_certified,,
5272,withheld_mip_gap_not_certified,,
5273,withheld_mip_gap_not_certified,,
5274,withheld_mip_gap_not_certified,,
5275,withheld_mip_gap_not_certified,,
5276,withheld_mip_gap_not_certified,,
5277,withheld_mip_gap_not_certified,,
5278,withheld_mip_gap_not_certified,,
5279,withheld_mip_gap_not_certified,,
5280,withheld_mip_gap_not_certified,,
5281,withheld_mip_gap_not_certified,,
5282,withheld_mip_gap_not_certified,,
5283,withheld_mip_gap_not_certified,,
5284,withheld_mip_gap_not_certified,,
5285,withheld_mip_gap_not_certified,,
5286,withheld_mip_gap_not_certified,,
5287,withheld_mip_gap_not_certified,,
5288,withheld_mip_gap_not_certified,,
5289,withheld_mip_gap_not_certified,,
5290,withheld_mip_gap_not_certified,,
5291,withheld_mip_gap_not_certified,,
5292,withheld_mip_gap_not_certified,,
5293,withheld_mip_gap_not_certified,,
5294,withheld_mip_gap_not_certified,,
5295,withheld_mip_gap_not_certified,,
5296,withheld_mip_gap_not_certified,,
5297,withheld_mip_gap_not_certified,,
5298,withheld_mip_gap_not_certified,,
5299,withheld_mip_gap_not_certified,,
5300,withheld_mip_gap_not_certified,,
5301,withheld_mip_gap_not_certified,,
5302,withheld_mip_gap_not_certified,,
5303,withheld_mip_gap_not_certified,,
5304,withheld_mip_gap_not_certified,,
5305,withheld_mip_gap_not_certified,,
5306,withheld_mip_gap_not_certified,,
5307,withheld_mip_gap_not_certified,,
5308,withheld_mip_gap_not_certified,,
5309,withheld_mip_gap_not_certified,,
5310,withheld_mip_gap_not_certified,,
5311,withheld_mip_gap_not_certified,,
5312,withheld_mip_gap_not_certified,,
5313,withheld_mip_gap_not_certified,,
5314,withheld_mip_gap_not_certified,,
5315,withheld_mip_gap_not_certified,,
5316,withheld_mip_gap_not_certified,,
5317,withheld_mip_gap_not_certified,,
5318,withheld_mip_gap_not_certified,,
5319,withheld_mip_gap_not_certified,,
5320,withheld_mip_gap_not_certified,,
5321,withheld_mip_gap_not_certified,,
5322,withheld_mip_gap_not_certified,,
5323,withheld_mip_gap_not_certified,,
5324,withheld_mip_gap_not_certified,,
5325,withheld_mip_gap_not_certified,,
5326,withheld_mip_gap_not_certified,,
5327,withheld_mip_gap_not_certified,,
5328,withheld_mip_gap_not_certified,,
5329,withheld_mip_gap_not_certified,,
5330,withheld_mip_gap_not_certified,,
5331,withheld_mip_gap_not_certified,,
5332,withheld_mip_gap_not_certified,,
5333,withheld_mip_gap_not_certified,,
5334,withheld_mip_gap_not_certified,,
5335,withheld_mip_gap_not_certified,,
5336,withheld_mip_gap_not_certified,,
5337,withheld_mip_gap_not_certified,,
5338,withheld_mip_gap_not_certified,,
5339,withheld_mip_gap_not_certified,,
5340,withheld_mip_gap_not_certified,,
5341,withheld_mip_gap_not_certified,,
5342,withheld_mip_gap_not_certified,,
5343,withheld_mip_gap_not_certified,,
5344,withheld_mip_gap_not_certified,,
5345,withheld_mip_gap_not_certified,,
5346,withheld_mip_gap_not_certified,,
5347,withheld_mip_gap_not_certified,,
5348,withheld_mip_gap_not_certified,,
5349,withheld_mip_gap_not_certified,,
5350,withheld_mip_gap_not_certified,,
5351,withheld_mip_gap_not_certified,,
5352,withheld_mip_gap_not_certified,,
5353,withheld_mip_gap_not_certified,,
5354,withheld_mip_gap_not_certified,,
5355,withheld_mip_gap_not_certified,,
5356,withheld_mip_gap_not_certified,,
5357,withheld_mip_gap_not_certified,,
5358,withheld_mip_gap_not_certified,,
5359,withheld_mip_gap_not_certified,,
5360,withheld_mip_gap_not_certified,,
5361,withheld_mip_gap_not_certified,,
5362,withheld_mip_gap_not_certified,,
5363,withheld_mip_gap_not_certified,,
5364,withheld_mip_gap_not_certified,,
5365,withheld_mip_gap_not_certified,,
5366,withheld_mip_gap_not_certified,,
5367,withheld_mip_gap_not_certified,,
5368,withheld_mip_gap_not_certified,,
5369,withheld_mip_gap_not_certified,,
5370,withheld_mip_gap_not_certified,,
5371,withheld_mip_gap_not_certified,,
5372,withheld_mip_gap_not_certified,,
5373,withheld_mip_gap_not_certified,,
5374,withheld_mip_gap_not_certified,,
5375,withheld_mip_gap_not_certified,,
5376,withheld_mip_gap_not_certified,,
5377,withheld_mip_gap_not_certified,,
5378,withheld_mip_gap_not_certified,,
5379,withheld_mip_gap_not_certified,,
5380,withheld_mip_gap_not_certified,,
5381,withheld_mip_gap_not_certified,,
5382,withheld_mip_gap_not_certified,,
5383,withheld_mip_gap_not_certified,,
5384,withheld_mip_gap_not_certified,,
5385,withheld_mip_gap_not_certified,,
5386,withheld_mip_gap_not_certified,,
5387,withheld_mip_gap_not_certified,,
5388,withheld_mip_gap_not_certified,,
5389,withheld_mip_gap_not_certified,,
5390,withheld_mip_gap_not_certified,,
5391,withheld_mip_gap_not_certified,,
5392,withheld_mip_gap_not_certified,,
5393,withheld_mip_gap_not_certified,,
5394,withheld_mip_gap_not_certified,,
5395,withheld_mip_gap_not_certified,,
5396,withheld_mip_gap_not_certified,,
5397,withheld_mip_gap_not_certified,,
5398,withheld_mip_gap_not_certified,,
5399,withheld_mip_gap_not_certified,,
5400,withheld_mip_gap_not_certified,,
5401,withheld_mip_gap_not_certified,,
5402,withheld_mip_gap_not_certified,,
5403,withheld_mip_gap_not_certified,,
5404,withheld_mip_gap_not_certified,,
5405,withheld_mip_gap_not_certified,,
5406,withheld_mip_gap_not_certified,,
5407,withheld_mip_gap_not_certified,,
5408,withheld_mip_gap_not_certified,,
5409,withheld_mip_gap_not_certified,,
5410,withheld_mip_gap_not_certified,,
5411,withheld_mip_gap_not_certified,,
5412,withheld_mip_gap_not_certified,,
5413,withheld_mip_gap_not_certified,,
5414,withheld_mip_gap_not_certified,,
5415,withheld_mip_gap_not_certified,,
5416,withheld_mip_gap_not_certified,,
5417,withheld_mip_gap_not_certified,,
5418,withheld_mip_gap_not_certified,,
5419,withheld_mip_gap_not_certified,,
5420,withheld_mip_gap_not_certified,,
5421,withheld_mip_gap_not_certified,,
5422,withheld_mip_gap_not_certified,,
5423,withheld_mip_gap_not_certified,,
5424,withheld_mip_gap_not_certified,,
5425,withheld_mip_gap_not_certified,,
5426,withheld_mip_gap_not_certified,,
5427,withheld_mip_gap_not_certified,,
5428,withheld_mip_gap_not_certified,,
5429,withheld_mip_gap_not_certified,,
5430,withheld_mip_gap_not_certified,,
5431,withheld_mip_gap_not_certified,,
5432,withheld_mip_gap_not_certified,,
5433,withheld_mip_gap_not_certified,,
5434,withheld_mip_gap_not_certified,,
5435,withheld_mip_gap_not_certified,,
5436,withheld_mip_gap_not_certified,,
5437,withheld_mip_gap_not_certified,,
5438,withheld_mip_gap_not_certified,,
5439,withheld_mip_gap_not_certified,,
5440,withheld_mip_gap_not_certified,,
5441,withheld_mip_gap_not_certified,,
5442,withheld_mip_gap_not_certified,,
5443,withheld_mip_gap_not_certified,,
5444,withheld_mip_gap_not_certified,,
5445,withheld_mip_gap_not_certified,,
5446,withheld_mip_gap_not_certified,,
5447,withheld_mip_gap_not_certified,,
5448,withheld_mip_gap_not_certified,,
5449,withheld_mip_gap_not_certified,,
5450,withheld_mip_gap_not_certified,,
5451,withheld_mip_gap_not_certified,,
5452,withheld_mip_gap_not_certified,,
5453,withheld_mip_gap_not_certified,,
5454,withheld_mip_gap_not_certified,,
5455,withheld_mip_gap_not_certified,,
5456,withheld_mip_gap_not_certified,,
5457,withheld_mip_gap_not_certified,,
5458,withheld_mip_gap_not_certified,,
5459,withheld_mip_gap_not_certified,,
5460,withheld_mip_gap_not_certified,,
5461,withheld_mip_gap_not_certified,,
5462,withheld_mip_gap_not_certified,,
5463,withheld_mip_gap_not_certified,,
5464,withheld_mip_gap_not_certified,,
5465,withheld_mip_gap_not_certified,,
5466,withheld_mip_gap_not_certified,,
5467,withheld_mip_gap_not_certified,,
5468,withheld_mip_gap_not_certified,,
5469,withheld_mip_gap_not_certified,,
5470,withheld_mip_gap_not_certified,,
5471,withheld_mip_gap_not_certified,,
5472,withheld_mip_gap_not_certified,,
5473,withheld_mip_gap_not_certified,,
5474,withheld_mip_gap_not_certified,,
5475,withheld_mip_gap_not_certified,,
5476,withheld_mip_gap_not_certified,,
5477,withheld_mip_gap_not_certified,,
5478,withheld_mip_gap_not_certified,,
5479,withheld_mip_gap_not_certified,,
5480,withheld_mip_gap_not_certified,,
5481,withheld_mip_gap_not_certified,,
5482,withheld_mip_gap_not_certified,,
5483,withheld_mip_gap_not_certified,,
5484,withheld_mip_gap_not_certified,,
5485,withheld_mip_gap_not_certified,,
6001,withheld_mip_gap_not_certified,,
6002,withheld_mip_gap_not_certified,,
6003,withheld_mip_gap_not_certified,,
6004,withheld_mip_gap_not_certified,,
6005,withheld_mip_gap_not_certified,,
6006,withheld_mip_gap_not_certified,,
6007,withheld_mip_gap_not_certified,,
6008,withheld_mip_gap_not_certified,,
6009,withheld_mip_gap_not_certified,,
6010,withheld_mip_gap_not_certified,,
6011,withheld_mip_gap_not_certified,,
6012,withheld_mip_gap_not_certified,,
6013,withheld_mip_gap_not_certified,,
6014,withheld_mip_gap_not_certified,,
6015,withheld_mip_gap_not_certified,,
6016,withheld_mip_gap_not_certified,,
6017,withheld_mip_gap_not_certified,,
6018,withheld_mip_gap_not_certified,,
6019,withheld_mip_gap_not_certified,,
6020,withheld_mip_gap_not_certified,,
6021,withheld_mip_gap_not_certified,,
6022,withheld_mip_gap_not_certified,,
6023,withheld_mip_gap_not_certified,,
6024,withheld_mip_gap_not_certified,,
6025,withheld_mip_gap_not_certified,,
6026,withheld_mip_gap_not_certified,,
6027,withheld_mip_gap_not_certified,,
6028,withheld_mip_gap_not_certified,,
6029,withheld_mip_gap_not_certified,,
6030,withheld_mip_gap_not_certified,,
6031,withheld_mip_gap_not_certified,,
6032,withheld_mip_gap_not_certified,,
6033,withheld_mip_gap_not_certified,,
6034,withheld_mip_gap_not_certified,,
6035,withheld_mip_gap_not_certified,,
6036,withheld_mip_gap_not_certified,,
6037,withheld_mip_gap_not_certified,,
6038,withheld_mip_gap_not_certified,,
6039,withheld_mip_gap_not_certified,,
6040,withheld_mip_gap_not_certified,,
6041,withheld_mip_gap_not_certified,,
6042,withheld_mip_gap_not_certified,,
6043,withheld_mip_gap_not_certified,,
6044,withheld_mip_gap_not_certified,,
6045,withheld_mip_gap_not_certified,,
6046,withheld_mip_gap_not_certified,,
6047,withheld_mip_gap_not_certified,,
6048,withheld_mip_gap_not_certified,,
6049,withheld_mip_gap_not_certified,,
6050,withheld_mip_gap_not_certified,,
6051,withheld_mip_gap_not_certified,,
6052,withheld_mip_gap_not_certified,,
6053,withheld_mip_gap_not_certified,,
6054,withheld_mip_gap_not_certified,,
6055,withheld_mip_gap_not_certified,,
6056,withheld_mip_gap_not_certified,,
6057,withheld_mip_gap_not_certified,,
6058,withheld_mip_gap_not_certified,,
6059,withheld_mip_gap_not_certified,,
6060,withheld_mip_gap_not_certified,,
6061,withheld_mip_gap_not_certified,,
6062,withheld_mip_gap_not_certified,,
6063,withheld_mip_gap_not_certified,,
6064,withheld_mip_gap_not_certified,,
6065,withheld_mip_gap_not_certified,,
6066,withheld_mip_gap_not_certified,,
6067,withheld_mip_gap_not_certified,,
6068,withheld_mip_gap_not_certified,,
6069,withheld_mip_gap_not_certified,,
6070,withheld_mip_gap_not_certified,,
6071,withheld_mip_gap_not_certified,,
6072,withheld_mip_gap_not_certified,,
6073,withheld_mip_gap_not_certified,,
6074,withheld_mip_gap_not_certified,,
6075,withheld_mip_gap_not_certified,,
6076,withheld_mip_gap_not_certified,,
6077,withheld_mip_gap_not_certified,,
6078,withheld_mip_gap_not_certified,,
6079,withheld_mip_gap_not_certified,,
6080,withheld_mip_gap_not_certified,,
6081,withheld_mip_gap_not_certified,,
6082,withheld_mip_gap_not_certified,,
6083,withheld_mip_gap_not_certified,,
6084,withheld_mip_gap_not_certified,,
6085,withheld_mip_gap_not_certified,,
6086,withheld_mip_gap_not_certified,,
6087,withheld_mip_gap_not_certified,,
6088,withheld_mip_gap_not_certified,,
6089,withheld_mip_gap_not_certified,,
6090,withheld_mip_gap_not_certified,,
6091,withheld_mip_gap_not_certified,,
6092,withheld_mip_gap_not_certified,,
6093,withheld_mip_gap_not_certified,,
6094,withheld_mip_gap_not_certified,,
6095,withheld_mip_gap_not_certified,,
6096,withheld_mip_gap_not_certified,,
6097,withheld_mip_gap_not_certified,,
6098,withheld_mip_gap_not_certified,,
6099,withheld_mip_gap_not_certified,,
6100,withheld_mip_gap_not_certified,,
6101,withheld_mip_gap_not_certified,,
6102,withheld_mip_gap_not_certified,,
6103,withheld_mip_gap_not_certified,,
6104,withheld_mip_gap_not_certified,,
6105,withheld_mip_gap_not_certified,,
6106,withheld_mip_gap_not_certified,,
6107,withheld_mip_gap_not_certified,,
6108,withheld_mip_gap_not_certified,,
6109,withheld_mip_gap_not_certified,,
6110,withheld_mip_gap_not_certified,,
6111,withheld_mip_gap_not_certified,,
6112,withheld_mip_gap_not_certified,,
6113,withheld_mip_gap_not_certified,,
6114,withheld_mip_gap_not_certified,,
6115,withheld_mip_gap_not_certified,,
6116,withheld_mip_gap_not_certified,,
6117,withheld_mip_gap_not_certified,,
6118,withheld_mip_gap_not_certified,,
6119,withheld_mip_gap_not_certified,,
6120,withheld_mip_gap_not_certified,,
6121,withheld_mip_gap_not_certified,,
6122,withheld_mip_gap_not_certified,,
6123,withheld_mip_gap_not_certified,,
6124,withheld_mip_gap_not_certified,,
6125,withheld_mip_gap_not_certified,,
6126,withheld_mip_gap_not_certified,,
6127,withheld_mip_gap_not_certified,,
6128,withheld_mip_gap_not_certified,,
6129,withheld_mip_gap_not_certified,,
6130,withheld_mip_gap_not_certified,,
6131,withheld_mip_gap_not_certified,,
6132,withheld_mip_gap_not_certified,,
6133,withheld_mip_gap_not_certified,,
6134,withheld_mip_gap_not_certified,,
6135,withheld_mip_gap_not_certified,,
6136,withheld_mip_gap_not_certified,,
6137,withheld_mip_gap_not_certified,,
6138,withheld_mip_gap_not_certified,,
6139,withheld_mip_gap_not_certified,,
6140,withheld_mip_gap_not_certified,,
6141,withheld_mip_gap_not_certified,,
6142,withheld_mip_gap_not_certified,,
6143,withheld_mip_gap_not_certified,,
6144,withheld_mip_gap_not_certified,,
6145,withheld_mip_gap_not_certified,,
6146,withheld_mip_gap_not_certified,,
6147,withheld_mip_gap_not_certified,,
6148,withheld_mip_gap_not_certified,,
6149,withheld_mip_gap_not_certified,,
6150,withheld_mip_gap_not_certified,,
6151,withheld_mip_gap_not_certified,,
6152,withheld_mip_gap_not_certified,,
6153,withheld_mip_gap_not_certified,,
6154,withheld_mip_gap_not_certified,,
6155,withheld_mip_gap_not_certified,,
6156,withheld_mip_gap_not_certified,,
6157,withheld_mip_gap_not_certified,,
6158,withheld_mip_gap_not_certified,,
6159,withheld_mip_gap_not_certified,,
6160,withheld_mip_gap_not_certified,,
6161,withheld_mip_gap_not_certified,,
6162,withheld_mip_gap_not_certified,,
6163,withheld_mip_gap_not_certified,,
6164,withheld_mip_gap_not_certified,,
6165,withheld_mip_gap_not_certified,,
6166,withheld_mip_gap_not_certified,,
6167,withheld_mip_gap_not_certified,,
6168,withheld_mip_gap_not_certified,,
6169,withheld_mip_gap_not_certified,,
6170,withheld_mip_gap_not_certified,,
6171,withheld_mip_gap_not_certified,,
6172,withheld_mip_gap_not_certified,,
6173,withheld_mip_gap_not_certified,,
6174,withheld_mip_gap_not_certified,,
6175,withheld_mip_gap_not_certified,,
6176,withheld_mip_gap_not_certified,,
6177,withheld_mip_gap_not_certified,,
6178,withheld_mip_gap_not_certified,,
6179,withheld_mip_gap_not_certified,,
6180,withheld_mip_gap_not_certified,,
6181,withheld_mip_gap_not_certified,,
6182,withheld_mip_gap_not_certified,,
6183,withheld_mip_gap_not_certified,,
6184,withheld_mip_gap_not_certified,,
6185,withheld_mip_gap_not_certified,,
6186,withheld_mip_gap_not_certified,,
6187,withheld_mip_gap_not_certified,,
6188,withheld_mip_gap_not_certified,,
6189,withheld_mip_gap_not_certified,,
6190,withheld_mip_gap_not_certified,,
6191,withheld_mip_gap_not_certified,,
6192,withheld_mip_gap_not_certified,,
6193,withheld_mip_gap_not_certified,,
6194,withheld_mip_gap_not_certified,,
6195,withheld_mip_gap_not_certified,,
6196,withheld_mip_gap_not_certified,,
6197,withheld_mip_gap_not_certified,,
6198,withheld_mip_gap_not_certified,,
6199,withheld_mip_gap_not_certified,,
6200,withheld_mip_gap_not_certified,,
6201,withheld_mip_gap_not_certified,,
6202,withheld_mip_gap_not_certified,,
6203,withheld_mip_gap_not_certified,,
6204,withheld_mip_gap_not_certified,,
6205,withheld_mip_gap_not_certified,,
6206,withheld_mip_gap_not_certified,,
6207,withheld_mip_gap_not_certified,,
6208,withheld_mip_gap_not_certified,,
6209,withheld_mip_gap_not_certified,,
6210,withheld_mip_gap_not_certified,,
6211,withheld_mip_gap_not_certified,,
6212,withheld_mip_gap_not_certified,,
6213,withheld_mip_gap_not_certified,,
6214,withheld_mip_gap_not_certified,,
6215,withheld_mip_gap_not_certified,,
6216,withheld_mip_gap_not_certified,,
6217,withheld_mip_gap_not_certified,,
6218,withheld_mip_gap_not_certified,,
6219,withheld_mip_gap_not_certified,,
6220,withheld_mip_gap_not_certified,,
6221,withheld_mip_gap_not_certified,,
6222,withheld_mip_gap_not_certified,,
6223,withheld_mip_gap_not_certified,,
6224,withheld_mip_gap_not_certified,,
6225,withheld_mip_gap_not_certified,,
6226,withheld_mip_gap_not_certified,,
6227,withheld_mip_gap_not_certified,,
6228,withheld_mip_gap_not_certified,,
6229,withheld_mip_gap_not_certified,,
6230,withheld_mip_gap_not_certified,,
6231,withheld_mip_gap_not_certified,,
6232,withheld_mip_gap_not_certified,,
6233,withheld_mip_gap_not_certified,,
6234,withheld_mip_gap_not_certified,,
6235,withheld_mip_gap_not_certified,,
6236,withheld_mip_gap_not_certified,,
6237,withheld_mip_gap_not_certified,,
6238,withheld_mip_gap_not_certified,,
6239,withheld_mip_gap_not_certified,,
6240,withheld_mip_gap_not_certified,,
6241,withheld_mip_gap_not_certified,,
6242,withheld_mip_gap_not_certified,,
6243,withheld_mip_gap_not_certified,,
6244,withheld_mip_gap_not_certified,,
6245,withheld_mip_gap_not_certified,,
6246,withheld_mip_gap_not_certified,,
6247,withheld_mip_gap_not_certified,,
6248,withheld_mip_gap_not_certified,,
6249,withheld_mip_gap_not_certified,,
6250,withheld_mip_gap_not_certified,,
6251,withheld_mip_gap_not_certified,,
6252,withheld_mip_gap_not_certified,,
6253,withheld_mip_gap_not_certified,,
6254,withheld_mip_gap_not_certified,,
6255,withheld_mip_gap_not_certified,,
6256,withheld_mip_gap_not_certified,,
6257,withheld_mip_gap_not_certified,,
6258,withheld_mip_gap_not_certified,,
6259,withheld_mip_gap_not_certified,,
6260,withheld_mip_gap_not_certified,,
6261,withheld_mip_gap_not_certified,,
6262,withheld_mip_gap_not_certified,,
6263,withheld_mip_gap_not_certified,,
6264,withheld_mip_gap_not_certified,,
6265,withheld_mip_gap_not_certified,,
6266,withheld_mip_gap_not_certified,,
6267,withheld_mip_gap_not_certified,,
6268,withheld_mip_gap_not_certified,,
6269,withheld_mip_gap_not_certified,,
6270,withheld_mip_gap_not_certified,,
6271,withheld_mip_gap_not_certified,,
6272,withheld_mip_gap_not_certified,,
6273,withheld_mip_gap_not_certified,,
6274,withheld_mip_gap_not_certified,,
6275,withheld_mip_gap_not_certified,,
6276,withheld_mip_gap_not_certified,,
6277,withheld_mip_gap_not_certified,,
6278,withheld_mip_gap_not_certified,,
6279,withheld_mip_gap_not_certified,,
6280,withheld_mip_gap_not_certified,,
6281,withheld_mip_gap_not_certified,,
6282,withheld_mip_gap_not_certified,,
6283,withheld_mip_gap_not_certified,,
6284,withheld_mip_gap_not_certified,,
6285,withheld_mip_gap_not_certified,,
6286,withheld_mip_gap_not_certified,,
6287,withheld_mip_gap_not_certified,,
6288,withheld_mip_gap_not_certified,,
6289,withheld_mip_gap_not_certified,,
6290,withheld_mip_gap_not_certified,,
6291,withheld_mip_gap_not_certified,,
6292,withheld_mip_gap_not_certified,,
6293,withheld_mip_gap_not_certified,,
6294,withheld_mip_gap_not_certified,,
6295,withheld_mip_gap_not_certified,,
6296,withheld_mip_gap_not_certified,,
6297,withheld_mip_gap_not_certified,,
6298,withheld_mip_gap_not_certified,,
6299,withheld_mip_gap_not_certified,,
6300,withheld_mip_gap_not_certified,,
6301,withheld_mip_gap_not_certified,,
6302,withheld_mip_gap_not_certified,,
6303,withheld_mip_gap_not_certified,,
6304,withheld_mip_gap_not_certified,,
6305,withheld_mip_gap_not_certified,,
6306,withheld_mip_gap_not_certified,,
6307,withheld_mip_gap_not_certified,,
6308,withheld_mip_gap_not_certified,,
6309,withheld_mip_gap_not_certified,,
6310,withheld_mip_gap_not_certified,,
6311,withheld_mip_gap_not_certified,,
6312,withheld_mip_gap_not_certified,,
6313,withheld_mip_gap_not_certified,,
6314,withheld_mip_gap_not_certified,,
6315,withheld_mip_gap_not_certified,,
6316,withheld_mip_gap_not_certified,,
6317,withheld_mip_gap_not_certified,,
6318,withheld_mip_gap_not_certified,,
6319,withheld_mip_gap_not_certified,,
6320,withheld_mip_gap_not_certified,,
6321,withheld_mip_gap_not_certified,,
6322,withheld_mip_gap_not_certified,,
6323,withheld_mip_gap_not_certified,,
6324,withheld_mip_gap_not_certified,,
6325,withheld_mip_gap_not_certified,,
6326,withheld_mip_gap_not_certified,,
6327,withheld_mip_gap_not_certified,,
6328,withheld_mip_gap_not_certified,,
6329,withheld_mip_gap_not_certified,,
6330,withheld_mip_gap_not_certified,,
6331,withheld_mip_gap_not_certified,,
6332,withheld_mip_gap_not_certified,,
6333,withheld_mip_gap_not_certified,,
6334,withheld_mip_gap_not_certified,,
6335,withheld_mip_gap_not_certified,,
6336,withheld_mip_gap_not_certified,,
6337,withheld_mip_gap_not_certified,,
6338,withheld_mip_gap_not_certified,,
6339,withheld_mip_gap_not_certified,,
6340,withheld_mip_gap_not_certified,,
6341,withheld_mip_gap_not_certified,,
6342,withheld_mip_gap_not_certified,,
6343,withheld_mip_gap_not_certified,,
6344,withheld_mip_gap_not_certified,,
6345,withheld_mip_gap_not_certified,,
