source_row,source_id,bus,source_status,pmin_mw,pmax_mw,round_1_commitment,round_2_commitment,round_3_commitment,round_2_vs_1_changed,round_3_vs_2_changed,v9_final_commitment,v11_vs_v9_changed,cpu_1e_3_commitment,v11_vs_cpu_changed,final_dispatch_mw,final_dispatch_pu,pricing_status,fixed_commitment_nodal_price_per_mwh
215,gen-row-0215,5282,1,80.32,267.73,1,0,0,1,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
216,gen-row-0216,5283,0,80.32,267.73,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
217,gen-row-0217,5297,0,0.96,3.2,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
218,gen-row-0218,5298,1,34.5,115.0,0,0,1,0,1,0,1,1,0,115.00000000000001,1.1500000000000001,withheld_gap_not_certified,
219,gen-row-0219,5299,1,34.5,115.0,0,0,1,0,1,1,0,1,0,115.00000000000001,1.1500000000000001,withheld_gap_not_certified,
220,gen-row-0220,5300,1,34.5,115.0,0,0,1,0,1,1,0,1,0,115.00000000000001,1.1500000000000001,withheld_gap_not_certified,
221,gen-row-0221,5301,1,24.81,82.7,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
222,gen-row-0222,5302,1,139.13,463.75,1,1,1,0,0,1,0,1,0,463.75,4.6375,withheld_gap_not_certified,
223,gen-row-0223,5303,1,139.13,463.75,1,1,1,0,0,1,0,1,0,463.75000000000216,4.6375000000000215,withheld_gap_not_certified,
224,gen-row-0224,5319,1,78.84,262.8,0,0,0,0,0,1,1,0,0,0.0,0.0,withheld_gap_not_certified,
225,gen-row-0225,5320,0,78.84,262.8,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
226,gen-row-0226,5321,1,78.84,262.8,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
227,gen-row-0227,5324,1,85.22,284.07,1,1,1,0,0,1,0,1,0,284.0699999999997,2.840699999999997,withheld_gap_not_certified,
228,gen-row-0228,5325,1,85.22,284.07,1,1,1,0,0,1,0,1,0,284.07,2.8407,withheld_gap_not_certified,
229,gen-row-0229,5326,1,85.22,284.07,1,1,1,0,0,1,0,1,0,284.07,2.8407,withheld_gap_not_certified,
230,gen-row-0230,5342,1,8.4,8.4,1,1,1,0,0,1,0,1,0,8.4,0.084,withheld_gap_not_certified,
231,gen-row-0231,5343,1,207.5,207.5,1,1,1,0,0,1,0,1,0,207.50000000000003,2.075,withheld_gap_not_certified,
232,gen-row-0232,5360,1,302.4,1008.0,1,1,1,0,0,1,0,1,0,993.4988895449512,9.934988895449512,withheld_gap_not_certified,
233,gen-row-0233,5363,1,3.12,10.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
234,gen-row-0234,5364,1,64.0,213.33,1,1,1,0,0,1,0,1,0,213.33,2.1333,withheld_gap_not_certified,
235,gen-row-0235,5365,1,64.0,213.33,1,1,1,0,0,1,0,1,0,213.33,2.1333,withheld_gap_not_certified,
236,gen-row-0236,5366,1,64.0,213.33,1,1,1,0,0,1,0,1,0,213.33,2.1333,withheld_gap_not_certified,
237,gen-row-0237,5367,1,64.0,213.33,1,1,1,0,0,1,0,1,0,213.33,2.1333,withheld_gap_not_certified,
238,gen-row-0238,5368,1,64.0,213.33,1,1,1,0,0,1,0,1,0,213.33,2.1333,withheld_gap_not_certified,
239,gen-row-0239,5369,1,64.0,213.33,1,1,1,0,0,1,0,1,0,213.33,2.1333,withheld_gap_not_certified,
240,gen-row-0240,5382,1,62.7,209.0,1,1,1,0,0,1,0,1,0,209.00000000000009,2.0900000000000007,withheld_gap_not_certified,
241,gen-row-0241,5383,1,62.7,209.0,1,1,1,0,0,1,0,1,0,209.0,2.09,withheld_gap_not_certified,
242,gen-row-0242,5399,1,124.2,124.2,1,1,1,0,0,1,0,1,0,124.2,1.242,withheld_gap_not_certified,
243,gen-row-0243,5403,1,26.82,89.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
244,gen-row-0244,5404,1,26.82,89.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
245,gen-row-0245,5405,1,26.82,89.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
246,gen-row-0246,5406,1,26.82,89.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
247,gen-row-0247,5415,1,36.6,122.0,1,0,0,1,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
248,gen-row-0248,5416,1,36.6,122.0,1,0,0,1,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
249,gen-row-0249,5417,1,36.6,122.0,1,0,0,1,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
250,gen-row-0250,5418,1,35.64,118.8,1,0,1,1,1,0,1,0,1,118.8,1.188,withheld_gap_not_certified,
251,gen-row-0251,5419,1,35.64,118.8,1,0,0,1,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
252,gen-row-0252,5423,1,3.72,12.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
253,gen-row-0253,5424,0,0.96,3.2,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
254,gen-row-0254,5444,0,86.7,289.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
255,gen-row-0255,5444,0,86.7,289.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
256,gen-row-0256,5444,0,86.7,289.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
257,gen-row-0257,5444,1,86.7,289.0,1,1,1,0,0,1,0,1,0,289.0,2.89,withheld_gap_not_certified,
258,gen-row-0258,5444,1,86.7,289.0,0,1,1,1,0,1,0,1,0,289.0,2.89,withheld_gap_not_certified,
259,gen-row-0259,5444,0,86.7,289.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
260,gen-row-0260,5444,1,42.39,141.3,0,1,0,1,1,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
261,gen-row-0261,5444,1,42.39,141.3,0,0,1,0,1,0,1,0,1,141.3,1.413,withheld_gap_not_certified,
262,gen-row-0262,6006,1,63.9,213.0,1,1,1,0,0,1,0,1,0,213.00000000002427,2.130000000000243,withheld_gap_not_certified,
263,gen-row-0263,6007,0,127.8,426.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
264,gen-row-0264,6008,1,59.5,198.33,1,1,0,0,1,1,1,1,1,0.0,0.0,withheld_gap_not_certified,
265,gen-row-0265,6009,1,59.5,198.33,1,1,0,0,1,1,1,1,1,0.0,0.0,withheld_gap_not_certified,
266,gen-row-0266,6010,1,59.5,198.33,1,1,0,0,1,1,1,0,0,0.0,0.0,withheld_gap_not_certified,
267,gen-row-0267,6041,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
268,gen-row-0268,6042,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
269,gen-row-0269,6048,0,1.02,3.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
270,gen-row-0270,6049,0,2.88,9.6,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
271,gen-row-0271,6050,0,1.32,4.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
272,gen-row-0272,6051,1,17.22,57.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
273,gen-row-0273,6052,0,17.22,57.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
274,gen-row-0274,6053,1,17.22,57.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
275,gen-row-0275,6054,1,17.22,57.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
276,gen-row-0276,6069,1,54.41,181.37,1,1,0,0,1,0,0,1,1,0.0,0.0,withheld_gap_not_certified,
277,gen-row-0277,6070,1,54.41,181.37,1,0,1,1,1,0,1,1,0,181.37000000000003,1.8137000000000003,withheld_gap_not_certified,
278,gen-row-0278,6071,1,54.41,181.37,1,0,1,1,1,0,1,1,0,181.37000000000003,1.8137000000000003,withheld_gap_not_certified,
279,gen-row-0279,6072,0,54.41,181.37,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
280,gen-row-0280,6073,1,54.41,181.37,1,0,0,1,0,0,0,1,1,0.0,0.0,withheld_gap_not_certified,
281,gen-row-0281,6074,1,54.41,181.37,1,0,1,1,1,1,0,0,1,181.37000000000003,1.8137000000000003,withheld_gap_not_certified,
282,gen-row-0282,6078,1,169.0,563.33,1,1,1,0,0,1,0,1,0,554.3583966736757,5.543583966736756,withheld_gap_not_certified,
283,gen-row-0283,6079,1,169.0,563.33,1,1,1,0,0,1,0,1,0,563.33,5.6333,withheld_gap_not_certified,
284,gen-row-0284,6080,1,169.0,563.33,1,1,1,0,0,1,0,1,0,523.897,5.23897,withheld_gap_not_certified,
285,gen-row-0285,6082,1,41.37,41.37,1,1,1,0,0,1,0,1,0,41.37,0.41369999999999996,withheld_gap_not_certified,
286,gen-row-0286,6083,1,65.3,65.3,1,1,1,0,0,1,0,1,0,65.3,0.653,withheld_gap_not_certified,
287,gen-row-0287,6085,1,1.05,1.05,1,1,1,0,0,1,0,1,0,1.05,0.0105,withheld_gap_not_certified,
288,gen-row-0288,6086,1,22.5,22.5,1,1,1,0,0,1,0,1,0,22.5,0.225,withheld_gap_not_certified,
289,gen-row-0289,6087,0,1.65,5.5,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
290,gen-row-0290,6088,1,7.95,7.95,1,1,1,0,0,1,0,1,0,7.95,0.0795,withheld_gap_not_certified,
291,gen-row-0291,6089,1,10.42,10.42,1,1,1,0,0,1,0,1,0,10.42,0.1042,withheld_gap_not_certified,
292,gen-row-0292,6090,1,30.52,30.52,1,1,1,0,0,1,0,1,0,30.520000000000003,0.3052,withheld_gap_not_certified,
293,gen-row-0293,6104,1,18.15,60.5,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
294,gen-row-0294,6105,1,18.15,60.5,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
295,gen-row-0295,6106,1,36.3,121.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
296,gen-row-0296,6110,1,177.18,590.6,1,1,1,0,0,1,0,1,0,590.6,5.906000000000001,withheld_gap_not_certified,
297,gen-row-0297,6111,1,198.45,661.5,1,1,1,0,0,1,0,1,0,661.5,6.615,withheld_gap_not_certified,
298,gen-row-0298,6144,0,2.52,8.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
299,gen-row-0299,6145,1,133.8,446.0,1,1,1,0,0,1,0,1,0,446.0,4.46,withheld_gap_not_certified,
300,gen-row-0300,6146,1,133.8,446.0,1,1,1,0,0,1,0,1,0,445.9999999999999,4.459999999999999,withheld_gap_not_certified,
301,gen-row-0301,6147,1,279.6,932.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
302,gen-row-0302,6148,0,216.6,722.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
303,gen-row-0303,6149,1,216.6,722.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
304,gen-row-0304,6164,1,70.52,235.05,1,1,1,0,0,1,0,1,0,235.05,2.3505000000000003,withheld_gap_not_certified,
305,gen-row-0305,6165,1,70.52,235.05,1,1,1,0,0,1,0,1,0,235.05,2.3505000000000003,withheld_gap_not_certified,
306,gen-row-0306,6166,1,70.52,235.05,1,1,1,0,0,1,0,1,0,235.05,2.3505000000000003,withheld_gap_not_certified,
307,gen-row-0307,6167,1,70.52,235.05,1,1,1,0,0,1,0,1,0,235.04999999999993,2.3504999999999994,withheld_gap_not_certified,
308,gen-row-0308,6213,1,177.9,177.9,1,1,1,0,0,1,0,1,0,177.9,1.7790000000000001,withheld_gap_not_certified,
309,gen-row-0309,6214,1,552.3,552.3,1,1,1,0,0,1,0,1,0,552.3,5.523,withheld_gap_not_certified,
310,gen-row-0310,6215,1,552.3,552.3,1,1,1,0,0,1,0,1,0,552.3,5.523,withheld_gap_not_certified,
311,gen-row-0311,6216,1,552.3,552.3,1,1,1,0,0,1,0,1,0,552.3,5.523,withheld_gap_not_certified,
312,gen-row-0312,6242,1,18.3,61.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
313,gen-row-0313,6243,1,54.9,183.0,1,1,1,0,0,1,0,1,0,183.0,1.83,withheld_gap_not_certified,
314,gen-row-0314,6244,1,89.4,298.0,1,1,1,0,0,1,0,1,0,298.00000000000006,2.9800000000000004,withheld_gap_not_certified,
315,gen-row-0315,6245,1,89.4,298.0,1,1,1,0,0,1,0,1,0,298.00000000000006,2.9800000000000004,withheld_gap_not_certified,
316,gen-row-0316,6246,1,89.4,298.0,1,1,1,0,0,1,0,1,0,298.00000000000006,2.9800000000000004,withheld_gap_not_certified,
317,gen-row-0317,6247,1,55.0,183.33,1,1,1,0,0,1,0,1,0,183.33000000000004,1.8333000000000004,withheld_gap_not_certified,
318,gen-row-0318,6248,1,55.0,183.33,1,1,1,0,0,1,0,1,0,183.33000000000004,1.8333000000000004,withheld_gap_not_certified,
319,gen-row-0319,6249,1,55.0,183.33,1,1,1,0,0,1,0,1,0,183.33000000000004,1.8333000000000004,withheld_gap_not_certified,
320,gen-row-0320,6257,1,58.2,194.0,1,1,0,0,1,1,1,1,1,0.0,0.0,withheld_gap_not_certified,
321,gen-row-0321,6258,1,58.2,194.0,1,0,1,1,1,0,1,0,1,194.0,1.94,withheld_gap_not_certified,
322,gen-row-0322,6259,0,15.42,51.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
323,gen-row-0323,6260,1,77.1,257.0,1,1,1,0,0,1,0,1,0,256.9999999999121,2.569999999999121,withheld_gap_not_certified,
324,gen-row-0324,6266,1,4.5,4.5,1,1,1,0,0,1,0,1,0,4.5,0.045,withheld_gap_not_certified,
325,gen-row-0325,6267,1,7.2,7.2,1,1,1,0,0,1,0,1,0,7.200000000000001,0.07200000000000001,withheld_gap_not_certified,
326,gen-row-0326,6268,1,4.5,4.5,1,1,1,0,0,1,0,1,0,4.5,0.045,withheld_gap_not_certified,
327,gen-row-0327,6269,1,7.2,7.2,1,1,1,0,0,1,0,1,0,7.200000000000001,0.07200000000000001,withheld_gap_not_certified,
328,gen-row-0328,6270,0,0.0,18.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
329,gen-row-0329,6271,0,0.0,11.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
330,gen-row-0330,6272,0,0.0,7.2,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
331,gen-row-0331,6273,0,0.0,7.2,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
332,gen-row-0332,6274,1,8.4,8.4,1,1,1,0,0,1,0,1,0,8.4,0.084,withheld_gap_not_certified,
333,gen-row-0333,6295,1,61.87,206.23,1,1,1,0,0,0,1,0,1,206.23,2.0623,withheld_gap_not_certified,
334,gen-row-0334,6296,1,61.87,206.23,1,0,1,1,1,0,1,1,0,206.23,2.0623,withheld_gap_not_certified,
335,gen-row-0335,6297,1,61.9,206.23,1,0,0,1,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
336,gen-row-0336,6301,0,0.96,3.2,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
337,gen-row-0337,6302,1,74.18,247.25,1,1,1,0,0,1,0,1,0,247.25,2.4725,withheld_gap_not_certified,
338,gen-row-0338,6303,1,74.18,247.25,1,1,1,0,0,1,0,1,0,247.25,2.4725,withheld_gap_not_certified,
339,gen-row-0339,6304,1,74.18,247.25,1,1,1,0,0,1,0,1,0,247.25,2.4725,withheld_gap_not_certified,
340,gen-row-0340,6305,1,74.18,247.25,1,1,1,0,0,1,0,1,0,247.24999999999983,2.4724999999999984,withheld_gap_not_certified,
341,gen-row-0341,6349,0,3.6,12.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
342,gen-row-0342,6349,0,15.45,51.5,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
343,gen-row-0343,6349,1,30.9,103.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
344,gen-row-0344,6349,0,0.69,2.3,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
345,gen-row-0345,6349,0,1.38,4.6,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
346,gen-row-0346,6349,0,0.45,1.5,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
347,gen-row-0347,6349,0,1.2,4.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
348,gen-row-0348,6349,0,1.92,6.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
349,gen-row-0349,6349,1,108.9,363.0,1,1,1,0,0,1,0,1,0,362.99999999997567,3.6299999999997565,withheld_gap_not_certified,
350,gen-row-0350,6349,1,108.9,363.0,1,1,1,0,0,1,0,1,0,363.000000000042,3.63000000000042,withheld_gap_not_certified,
351,gen-row-0351,6349,0,15.45,51.5,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
352,gen-row-0352,7005,1,48.9,163.0,1,1,1,0,0,1,0,1,0,163.0,1.63,withheld_gap_not_certified,
353,gen-row-0353,7006,1,48.9,163.0,1,1,1,0,0,1,0,1,0,163.0,1.63,withheld_gap_not_certified,
354,gen-row-0354,7007,1,48.9,163.0,1,1,1,0,0,1,0,1,0,163.0,1.63,withheld_gap_not_certified,
355,gen-row-0355,7008,1,48.9,163.0,1,1,1,0,0,1,0,1,0,163.0,1.63,withheld_gap_not_certified,
356,gen-row-0356,7009,1,48.9,163.0,1,1,1,0,0,1,0,1,0,162.99999999999937,1.6299999999999937,withheld_gap_not_certified,
357,gen-row-0357,7015,0,1.2,4.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
358,gen-row-0358,7021,1,6.72,22.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
359,gen-row-0359,7022,1,14.22,47.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
360,gen-row-0360,7023,1,14.22,47.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
361,gen-row-0361,7024,1,28.44,94.8,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
362,gen-row-0362,7025,0,0.96,3.2,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
363,gen-row-0363,7031,1,29.1,29.1,1,1,1,0,0,1,0,1,0,29.100000000000005,0.29100000000000004,withheld_gap_not_certified,
364,gen-row-0364,7032,1,7.5,7.5,1,1,1,0,0,1,0,1,0,7.5,0.075,withheld_gap_not_certified,
365,gen-row-0365,7033,1,7.5,7.5,1,1,1,0,0,1,0,1,0,7.5,0.075,withheld_gap_not_certified,
366,gen-row-0366,7034,0,1.32,4.4,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
367,gen-row-0367,7045,1,56.53,188.45,1,1,1,0,0,1,0,0,1,188.45,1.8844999999999998,withheld_gap_not_certified,
368,gen-row-0368,7046,1,56.53,188.45,1,1,0,0,1,1,1,0,0,0.0,0.0,withheld_gap_not_certified,
369,gen-row-0369,7061,1,34.47,114.9,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
370,gen-row-0370,7062,1,34.47,114.9,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
371,gen-row-0371,7063,1,34.47,114.9,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
372,gen-row-0372,7064,1,34.47,114.9,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
373,gen-row-0373,7065,1,34.47,114.9,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
374,gen-row-0374,7066,1,34.47,114.9,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
375,gen-row-0375,7079,1,68.59,228.65,1,1,1,0,0,1,0,1,0,228.64999999999904,2.2864999999999904,withheld_gap_not_certified,
376,gen-row-0376,7080,1,68.59,228.65,1,1,1,0,0,1,0,1,0,228.65000000000003,2.2865,withheld_gap_not_certified,
377,gen-row-0377,7081,1,68.59,228.65,1,1,1,0,0,1,0,1,0,228.65000000000003,2.2865,withheld_gap_not_certified,
378,gen-row-0378,7082,1,68.59,228.65,1,1,1,0,0,1,0,1,0,228.65000000000003,2.2865,withheld_gap_not_certified,
379,gen-row-0379,7098,1,406.29,1354.3,1,1,1,0,0,1,0,1,0,1354.3000000000002,13.543000000000001,withheld_gap_not_certified,
380,gen-row-0380,7099,1,406.29,1354.3,1,1,1,0,0,1,0,1,0,1343.2751044613528,13.432751044613529,withheld_gap_not_certified,
381,gen-row-0381,7107,1,45.0,150.0,1,1,1,0,0,1,0,1,0,150.0,1.5,withheld_gap_not_certified,
382,gen-row-0382,7108,1,15.3,51.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
383,gen-row-0383,7109,1,15.3,51.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
384,gen-row-0384,7110,1,58.8,196.0,1,1,1,0,0,1,0,1,0,196.0,1.96,withheld_gap_not_certified,
385,gen-row-0385,7111,1,58.8,196.0,1,1,1,0,0,1,0,1,0,196.0,1.96,withheld_gap_not_certified,
386,gen-row-0386,7112,1,58.8,196.0,1,1,1,0,0,1,0,1,0,196.0,1.96,withheld_gap_not_certified,
387,gen-row-0387,7113,1,58.8,196.0,1,1,1,0,0,1,0,1,0,196.0,1.96,withheld_gap_not_certified,
388,gen-row-0388,7114,1,58.8,196.0,1,1,1,0,0,1,0,1,0,196.0,1.96,withheld_gap_not_certified,
389,gen-row-0389,7115,1,58.8,196.0,1,1,1,0,0,1,0,1,0,196.0,1.96,withheld_gap_not_certified,
390,gen-row-0390,7121,0,1.11,3.7,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
391,gen-row-0391,7122,0,1.29,4.3,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
392,gen-row-0392,7133,1,4.89,16.3,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
393,gen-row-0393,7134,1,61.97,206.55,1,1,1,0,0,1,0,1,0,206.55,2.0655,withheld_gap_not_certified,
394,gen-row-0394,7135,1,61.97,206.55,1,1,1,0,0,1,0,1,0,206.55,2.0655,withheld_gap_not_certified,
395,gen-row-0395,7136,1,61.97,206.55,1,1,1,0,0,1,0,1,0,206.55,2.0655,withheld_gap_not_certified,
396,gen-row-0396,7137,1,61.97,206.55,1,1,1,0,0,1,0,1,0,206.55,2.0655,withheld_gap_not_certified,
397,gen-row-0397,7138,1,114.21,380.7,1,1,1,0,0,1,0,1,0,380.7,3.807,withheld_gap_not_certified,
398,gen-row-0398,7139,1,17.7,59.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
399,gen-row-0399,7140,1,17.7,59.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
400,gen-row-0400,7141,1,17.7,59.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
401,gen-row-0401,7142,1,17.7,59.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
402,gen-row-0402,7146,1,3.06,10.2,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
403,gen-row-0403,7162,1,33.18,110.6,1,1,1,0,0,1,0,1,0,110.6,1.1059999999999999,withheld_gap_not_certified,
404,gen-row-0404,7163,1,33.18,110.6,1,1,1,0,0,1,0,1,0,110.6,1.1059999999999999,withheld_gap_not_certified,
405,gen-row-0405,7164,1,33.18,110.6,1,1,1,0,0,1,0,1,0,110.6,1.1059999999999999,withheld_gap_not_certified,
406,gen-row-0406,7165,1,33.18,110.6,1,1,1,0,0,1,0,1,0,110.6,1.1059999999999999,withheld_gap_not_certified,
407,gen-row-0407,7166,1,33.18,110.6,1,1,1,0,0,1,0,1,0,110.6,1.1059999999999999,withheld_gap_not_certified,
408,gen-row-0408,7167,1,33.2,110.6,1,1,1,0,0,1,0,1,0,110.6,1.1059999999999999,withheld_gap_not_certified,
409,gen-row-0409,7168,1,26.32,87.72,1,0,1,1,1,0,1,1,0,87.72,0.8772,withheld_gap_not_certified,
410,gen-row-0410,7169,1,26.3,87.72,0,0,1,0,1,0,1,0,1,87.72,0.8772,withheld_gap_not_certified,
411,gen-row-0411,7170,1,105.26,350.87,1,1,1,0,0,1,0,1,0,350.87,3.5087,withheld_gap_not_certified,
412,gen-row-0412,7189,1,2.07,6.9,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
413,gen-row-0413,7190,1,14.4,48.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
414,gen-row-0414,7191,0,1.5,5.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
415,gen-row-0415,7192,1,10.5,35.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
416,gen-row-0416,7193,1,2.25,7.5,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
417,gen-row-0417,7194,1,69.28,230.95,1,1,1,0,0,1,0,1,0,230.95,2.3095,withheld_gap_not_certified,
418,gen-row-0418,7195,1,69.28,230.95,1,1,1,0,0,1,0,1,0,230.95,2.3095,withheld_gap_not_certified,
419,gen-row-0419,7196,1,69.28,230.95,1,1,1,0,0,1,0,1,0,230.95,2.3095,withheld_gap_not_certified,
420,gen-row-0420,7197,1,69.28,230.95,1,1,1,0,0,1,0,1,0,230.95,2.3095,withheld_gap_not_certified,
421,gen-row-0421,7207,0,1.2,4.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
422,gen-row-0422,7208,1,229.5,765.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
423,gen-row-0423,7209,1,229.5,765.0,0,0,0,0,0,0,0,0,0,0.0,0.0,withheld_gap_not_certified,
424,gen-row-0424,7210,1,53.55,178.5,1,1,1,0,0,1,0,1,0,178.5,1.785,withheld_gap_not_certified,
425,gen-row-0425,7211,1,53.55,178.5,1,1,1,0,0,1,0,1,0,178.50000000000023,1.7850000000000024,withheld_gap_not_certified,
426,gen-row-0426,7212,1,53.55,178.5,1,1,1,0,0,1,0,1,0,178.5,1.785,withheld_gap_not_certified,
427,gen-row-0427,7266,1,91.38,304.6,1,1,1,0,0,1,0,1,0,304.5999999999993,3.0459999999999927,withheld_gap_not_certified,
428,gen-row-0428,7267,1,27.19,90.64,0,0,1,0,1,1,0,1,0,90.64000000000001,0.9064000000000001,withheld_gap_not_certified,
429,gen-row-0429,7268,1,27.19,90.64,1,0,1,1,1,1,0,1,0,90.64000000000001,0.9064000000000001,withheld_gap_not_certified,
430,gen-row-0430,7269,1,27.19,90.64,0,0,1,0,1,1,0,1,0,90.64000000000001,0.9064000000000001,withheld_gap_not_certified,
